SynsetTerms,PosScore,NegScore
codicil,0.00,0.00
living_will,0.00,0.50
title,0.00,0.00
assignment,0.00,0.00
bill_of_sale,0.00,0.00
deed_poll,0.00,0.00
enfeoffment,0.00,0.00
mortgage_deed,0.00,0.00
title_deed,0.00,0.00
trust_deed,0.00,0.00
conveyance,0.00,0.00
quitclaim_deed,0.00,0.00
muniments,0.00,0.00
warrant,0.00,0.00
search_warrant,0.00,0.00
bench_warrant,0.00,0.00
pickup,0.00,0.00
death_warrant,0.00,0.00
lettre_de_cachet,0.00,0.00
reprieve,0.13,0.00
commutation,0.25,0.25
tax_return,0.00,0.00
amended_return,0.00,0.00
estimated_tax_return,0.00,0.38
false_return,0.00,0.50
information_return,0.00,0.00
joint_return,0.00,0.00
permit,0.00,0.00
building_permit,0.00,0.00
driving_license,0.00,0.00
fishing_permit,0.00,0.00
hunting_permit,0.00,0.00
learner's_permit,0.00,0.00
letters_of_marque,0.00,0.00
liquor_license,0.00,0.00
on-license,0.00,0.00
wedding_license,0.00,0.00
occupation_license,0.00,0.00
patent,0.00,0.00
opinion,0.00,0.00
concurring_opinion,0.00,0.00
dissenting_opinion,0.00,0.00
majority_opinion,0.00,0.00
pardon,0.13,0.00
release,0.00,0.00
writ,0.00,0.00
assize,0.00,0.00
writ_of_certiorari,0.00,0.00
writ_of_execution,0.00,0.00
execution_of_instrument,0.00,0.00
writ_of_habeas_corpus,0.00,0.00
venire_facias,0.00,0.00
writ_of_mandamus,0.00,0.00
attachment,0.00,0.00
fieri_facias,0.00,0.00
scire_facias,0.00,0.38
sequestration,0.00,0.00
writ_of_detinue,0.00,0.00
writ_of_election,0.00,0.00
writ_of_error,0.00,0.00
writ_of_prohibition,0.00,0.38
writ_of_right,0.00,0.00
mandate,0.00,0.00
summons,0.00,0.00
subpoena_ad_testificandum,0.00,0.00
subpoena_duces_tecum,0.00,0.00
gag_order,0.00,0.00
garnishment,0.00,0.00
interdiction,0.00,0.00
citation,0.00,0.00
process_of_monition,0.00,0.00
ticket,0.00,0.00
speeding_ticket,0.00,0.00
parking_ticket,0.00,0.00
bill_of_particulars,0.00,0.00
pleading,0.00,0.00
affirmative_pleading,0.00,0.00
pleading_in_the_alternative,0.00,0.00
answer,0.00,0.00
evasive_answer,0.00,0.00
non_vult,0.00,0.38
plea,0.00,0.00
counterplea,0.00,0.00
dilatory_plea,0.00,0.00
plea_of_insanity,0.13,0.00
complaint,0.00,0.13
complaint,0.00,0.00
libel,0.00,0.00
defective_pleading,0.00,0.00
demurrer,0.00,0.00
rebutter,0.00,0.00
replication,0.00,0.00
rejoinder,0.00,0.00
special_pleading,0.00,0.00
surrebutter,0.00,0.00
surrejoinder,0.00,0.00
plea_bargaining,0.00,0.00
statute,0.00,0.00
fair-trade_act,0.00,0.00
stamp_act,0.00,0.00
enabling_clause,0.00,0.00
foreign_intelligence_surveillance_act,0.00,0.00
ordinance,0.00,0.00
special_act,0.00,0.00
software_system,0.00,0.00
alpha_software,0.00,0.00
authoring_language,0.00,0.13
beta_software,0.00,0.00
compatible_software,0.00,0.00
compatible_software,0.00,0.00
computer-aided_design,0.00,0.00
freeware,0.00,0.00
groupware,0.00,0.00
os,0.00,0.00
dos,0.00,0.00
ms-dos,0.00,0.00
unix_system,0.00,0.00
linux,0.00,0.00
programme,0.00,0.00
anti-virus_program,0.00,0.00
applications_programme,0.00,0.00
active_application,0.00,0.00
applet,0.00,0.00
frame,0.00,0.00
binary_program,0.00,0.00
web_browser,0.00,0.00
internet_explorer,0.00,0.00
konqueror,0.00,0.00
lynx,0.00,0.00
mosaic,0.00,0.00
netscape,0.00,0.00
opera,0.00,0.00
natural_language_processor,0.00,0.00
disambiguator,0.00,0.00
job,0.00,0.00
word_processor,0.00,0.00
loop,0.00,0.00
malevolent_program,0.00,0.50
patch,0.00,0.00
assembly_program,0.00,0.00
checking_program,0.00,0.00
compiling_program,0.00,0.00
c_compiler,0.00,0.00
fortran_compiler,0.00,0.00
lisp_compiler,0.00,0.00
pascal_compiler,0.00,0.00
debugger,0.00,0.00
driver,0.00,0.00
diagnostic_program,0.00,0.00
editor_program,0.00,0.00
input_program,0.00,0.00
user_interface,0.00,0.00
command_line_interface,0.00,0.00
gui,0.00,0.00
interpretive_program,0.00,0.00
job_control,0.00,0.00
library_program,0.00,0.00
linkage_editor,0.00,0.00
monitoring_program,0.00,0.00
text_editor,0.00,0.00
target_program,0.00,0.00
source_program,0.00,0.00
output_program,0.00,0.00
parser,0.00,0.00
tagging_program,0.00,0.00
sense_tagger,0.13,0.00
pos_tagger,0.00,0.00
relocatable_program,0.00,0.00
reusable_program,0.00,0.00
web_map_service,0.00,0.00
mapquest,0.00,0.13
search_engine,0.00,0.00
google,0.00,0.00
yahoo,0.00,0.00
ask_jeeves,0.00,0.00
self-adapting_program,0.00,0.00
snapshot_program,0.00,0.00
wanderer,0.00,0.00
spreadsheet,0.00,0.00
sorting_program,0.00,0.00
stored_program,0.00,0.00
supervisory_program,0.00,0.00
syntax_checker,0.00,0.00
systems_software,0.00,0.00
trace_program,0.00,0.00
text-matching,0.00,0.00
translator,0.00,0.00
utility_program,0.00,0.00
windows,0.00,0.00
decision_table,0.00,0.00
flowchart,0.00,0.00
logical_diagram,0.00,0.00
subroutine,0.00,0.00
call,0.00,0.00
function_call,0.00,0.00
cataloged_procedure,0.00,0.00
contingency_procedure,0.00,0.00
dump_routine,0.00,0.00
input_routine,0.00,0.00
library_routine,0.00,0.00
output_routine,0.00,0.00
random_number_generator,0.00,0.00
recursive_routine,0.00,0.00
reusable_routine,0.00,0.00
supervisory_routine,0.00,0.00
tracing_routine,0.00,0.00
utility_routine,0.00,0.00
statement,0.00,0.00
slag_code,0.00,0.00
trojan_horse,0.00,0.50
virus,0.38,0.00
worm,0.00,0.00
command_line,0.00,0.00
link,0.00,0.00
hyperlink,0.00,0.00
macro_instruction,0.00,0.00
system_error,0.00,0.63
system_call,0.00,0.00
toggle,0.00,0.00
shareware,0.38,0.00
shrink-wrapped_software,0.00,0.00
spyware,0.00,0.00
supervisory_software,0.00,0.00
software_documentation,0.00,0.00
on-line_database,0.00,0.00
dbms,0.00,0.00
relational_database_management_system,0.00,0.00
object-oriented_database_management_system,0.00,0.00
hypertext_system,0.00,0.00
publication,0.00,0.00
read,0.25,0.00
printing,0.00,0.00
edition,0.00,0.00
limited_edition,0.00,0.00
variorum_edition,0.00,0.00
trial_impression,0.00,0.00
galley_proof,0.00,0.00
foundry_proof,0.00,0.00
mackle,0.00,0.00
compendium,0.00,0.00
anthology,0.00,0.00
record_album,0.00,0.00
concept_album,0.00,0.00
rock_opera,0.00,0.00
tribute_album,0.00,0.00
diwan,0.00,0.00
miscellany,0.00,0.00
omnibus,0.00,0.00
archives,0.00,0.00
digest,0.00,0.00
periodical,0.00,0.00
digest,0.00,0.00
pictorial,0.00,0.00
series,0.00,0.00
semiweekly,0.00,0.00
weekly,0.00,0.00
semimonthly,0.00,0.00
monthly,0.00,0.00
quarterly,0.00,0.00
bimonthly,0.00,0.00
biweekly,0.00,0.00
organ,0.00,0.00
house_organ,0.00,0.00
magazine,0.00,0.00
tip_sheet,0.00,0.00
scratch_sheet,0.00,0.00
colour_supplement,0.00,0.00
comic_book,0.13,0.00
news_magazine,0.00,0.00
pulp_magazine,0.00,0.50
slick_magazine,0.50,0.00
trade_magazine,0.00,0.00
number,0.00,0.00
edition,0.00,0.00
extra,0.00,0.00
journal,0.00,0.00
annals,0.00,0.00
review,0.00,0.00
literary_review,0.00,0.00
reading_material,0.00,0.00
bumph,0.00,0.00
studying,0.00,0.00
browsing,0.00,0.00
skimming,0.00,0.00
substance,0.00,0.00
latent_content,0.13,0.13
topic,0.00,0.00
bone_of_contention,0.00,0.13
precedent,0.00,0.00
didacticism,0.00,0.00
parenthesis,0.00,0.00
declaratory_sentence,0.00,0.00
run-on_sentence,0.00,0.38
topic_sentence,0.00,0.00
signification,0.00,0.00
lexical_meaning,0.00,0.00
grammatical_meaning,0.00,0.00
symbolization,0.00,0.00
signified,0.00,0.00
word_sense,0.13,0.00
intension,0.00,0.00
referent,0.00,0.00
referent,0.00,0.00
relatum,0.00,0.00
referent,0.00,0.00
antecedent,0.00,0.00
denotatum,0.00,0.00
designatum,0.00,0.13
gist,0.00,0.00
alpha_and_omega,0.00,0.00
ambiguity,0.25,0.00
loophole,0.00,0.00
amphiboly,0.00,0.00
parisology,0.00,0.00
euphemism,0.00,0.25
dysphemism,0.00,0.50
shucks,0.00,0.50
double_entendre,0.25,0.00
spirit,0.00,0.00
moral,0.00,0.00
subtlety,0.00,0.13
overtone,0.38,0.13
bottom_line,0.00,0.00
crux_of_the_matter,0.38,0.00
point,0.00,0.00
rallying_point,0.00,0.00
talking_point,0.00,0.00
nonsensicality,0.00,0.00
ridiculousness,0.00,0.00
nonsense_verse,0.00,0.00
piffle,0.38,0.00
cant,0.00,0.00
cobblers,0.00,0.00
crock,0.13,0.00
fal_la,0.00,0.00
gibberish,0.00,0.25
unintelligibility,0.00,0.00
word_salad,0.00,0.13
jabberwocky,0.00,0.00
mummery,0.13,0.63
rhetoric,0.13,0.00
rigmarole,0.00,0.13
shmegegge,0.00,0.00
stuff_and_nonsense,0.00,0.25
abracadabra,0.00,0.00
lallation,0.00,0.38
blatherskite,0.25,0.25
double_dutch,0.00,0.25
bill_of_goods,0.00,0.00
snake_oil,0.00,0.00
double_talk,0.13,0.50
jabbering,0.00,0.13
twaddle,0.00,0.00
shit,0.00,0.38
rot,0.25,0.25
chickenshit,0.00,0.00
wish-wash,0.13,0.00
pap,0.50,0.00
garbage,0.25,0.00
mumbo_jumbo,0.13,0.38
analects,0.00,0.00
press_cutting,0.00,0.00
track,0.00,0.00
quote,0.00,0.00
epigraph,0.00,0.00
mimesis,0.00,0.00
misquote,0.25,0.63
picture_show,0.00,0.00
telefilm,0.00,0.00
shot,0.00,0.00
outtake,0.00,0.50
feature_film,0.00,0.00
final_cut,0.00,0.00
travelogue,0.00,0.00
home_movie,0.00,0.00
attraction,0.00,0.00
counterattraction,0.00,0.00
collage_film,0.13,0.00
coming_attraction,0.00,0.00
western,0.00,0.00
shoot-'em-up,0.00,0.00
short_subject,0.25,0.00
toon,0.00,0.00
newsreel,0.00,0.00
infotainment,0.00,0.00
cinema_verite,0.00,0.13
film_noir,0.00,0.00
skin_flick,0.00,0.00
peepshow,0.00,0.00
rough_cut,0.00,0.00
silents,0.00,0.38
slow_motion,0.00,0.00
dissolve,0.00,0.00
cut,0.00,0.00
jump,0.00,0.00
jump_cut,0.00,0.00
spaghetti_western,0.00,0.00
talking_picture,0.00,0.00
three-d,0.00,0.00
show,0.00,0.00
programme,0.00,0.00
rebroadcast,0.00,0.00
news_show,0.00,0.00
rerun,0.00,0.00
talk_show,0.00,0.00
phone-in,0.00,0.00
tv_show,0.00,0.00
colourcast,0.00,0.00
pilot_program,0.00,0.00
giveaway,0.00,0.00
quiz_program,0.00,0.00
film_clip,0.00,0.00
series,0.00,0.00
cliffhanger,0.00,0.00
instalment,0.00,0.00
sustaining_program,0.00,0.38
soap_opera,0.00,0.00
tetralogy,0.00,0.00
radio_broadcast,0.00,0.00
simulcast,0.00,0.00
telecast,0.00,0.00
wire,0.00,0.00
night_letter,0.00,0.00
airmail,0.00,0.00
air_mail,0.00,0.00
surface_mail,0.00,0.00
registered_post,0.00,0.00
special_delivery,0.00,0.00
correspondence,0.00,0.00
kamasutra,0.38,0.00
sutra,0.00,0.00
missive,0.00,0.00
business_letter,0.00,0.00
covering_letter,0.00,0.00
crank_letter,0.00,0.13
encyclical_letter,0.00,0.00
fan_letter,0.00,0.00
personal_letter,0.00,0.00
form_letter,0.00,0.00
open_letter,0.00,0.00
chain_letter,0.00,0.00
pastoral,0.00,0.00
round_robin,0.00,0.00
airmail_letter,0.00,0.00
epistle,0.00,0.00
short_letter,0.00,0.00
excuse,0.00,0.00
love_letter,0.25,0.00
dead_mail,0.00,0.00
letter_of_intent,0.00,0.13
card,0.00,0.00
birthday_card,0.00,0.13
get-well_card,0.13,0.13
greeting_card,0.00,0.00
christmas_card,0.00,0.13
easter_card,0.00,0.13
valentine,0.00,0.00
postcard,0.00,0.00
lettercard,0.00,0.00
picture_postcard,0.00,0.00
sympathy_card,0.00,0.00
mass_card,0.00,0.00
spiritual_bouquet,0.00,0.00
acknowledgment,0.00,0.00
word_of_farewell,0.00,0.00
so_long,0.00,0.00
send-off,0.00,0.00
salutation,0.50,0.00
well-wishing,0.50,0.00
wish,0.13,0.00
response,0.50,0.00
hail,0.50,0.00
pax,0.00,0.00
welcome,0.38,0.00
hospitality,0.25,0.00
inhospitality,0.13,0.38
glad_hand,0.38,0.25
ciao,0.00,0.00
shake,0.00,0.00
salute,0.00,0.00
hullo,0.00,0.00
morning,0.00,0.00
good_afternoon,0.00,0.00
good_night,0.00,0.00
salute,0.00,0.00
visiting_card,0.00,0.00
apology,0.00,0.63
mea_culpa,0.38,0.50
condolence,0.25,0.25
felicitation,0.00,0.00
refusal,0.00,0.00
regrets,0.00,0.00
information,0.00,0.00
misinformation,0.13,0.38
blowback,0.00,0.00
disinformation,0.00,0.00
material,0.00,0.00
rehash,0.00,0.00
inside_information,0.13,0.13
the_skinny,0.00,0.00
fact,0.00,0.00
record_book,0.00,0.00
formatting,0.00,0.00
high-level_formatting,0.00,0.00
low-level_formatting,0.00,0.00
gen,0.00,0.00
database,0.00,0.00
relational_database,0.00,0.00
medlars,0.00,0.00
object-oriented_database,0.00,0.00
subdata_base,0.00,0.00
lexical_database,0.00,0.00
mrd,0.13,0.00
wordnet,0.00,0.00
wordnet,0.00,0.00
rudiments,0.00,0.00
indicator,0.00,0.00
body_mass_index,0.00,0.00
business_index,0.00,0.00
dow_jones,0.00,0.00
standard_and_poor's_index,0.00,0.00
leading_indicator,0.00,0.00
price_level,0.13,0.00
retail_price_index,0.00,0.00
wholesale_price_index,0.00,0.00
cpi,0.00,0.00
short_account,0.00,0.00
stock_market_index,0.00,0.00
word,0.00,0.00
news,0.13,0.00
nuts_and_bolts,0.00,0.00
intelligence_information,0.00,0.00
military_intelligence,0.00,0.00
good_word,0.63,0.00
latest,0.00,0.00
update,0.00,0.00
evidence,0.00,0.00
cue,0.00,0.00
genetic_fingerprint,0.00,0.00
facial_recognition,0.00,0.00
fingerprint,0.00,0.00
finger_scanning,0.00,0.00
loop,0.00,0.00
thumbprint,0.00,0.00
step,0.00,0.00
footprint_evidence,0.00,0.00
iris_scanning,0.00,0.00
signature_recognition,0.00,0.00
retinal_scanning,0.00,0.00
voiceprint,0.00,0.00
sign,0.00,0.00
token,0.13,0.00
vestige,0.00,0.00
footprint,0.13,0.00
trace,0.00,0.00
record,0.00,0.00
proof,0.25,0.00
mathematical_proof,0.13,0.00
logical_proof,0.25,0.00
monstrance,0.00,0.00
testimony,0.00,0.00
good_authority,0.00,0.00
testament,0.25,0.00
statement,0.00,0.00
counterargument,0.00,0.00
pro,0.00,0.00
con,0.00,0.00
case,0.00,0.00
determining_factor,0.00,0.00
adducing,0.00,0.00
last_word,0.00,0.00
attestation,0.00,0.00
confirmation,0.13,0.00
reinforcement,0.00,0.00
documentation,0.00,0.00
guidance,0.00,0.00
career_counseling,0.00,0.00
cynosure,0.00,0.00
genetic_counseling,0.00,0.00
marriage_counseling,0.00,0.00
wind,0.13,0.00
insider_information,0.25,0.00
rule,0.00,0.00
rule,0.00,0.00
rubric,0.00,0.00
rubric,0.00,0.00
rules_of_order,0.00,0.00
interpellation,0.00,0.00
rule_of_evidence,0.00,0.00
best_evidence_rule,0.00,0.00
estoppel,0.00,0.00
exclusionary_rule,0.13,0.38
fruit_of_the_poisonous_tree,0.00,0.00
hearsay_rule,0.13,0.38
parol_evidence_rule,0.13,0.38
res_ipsa_loquitur,0.00,0.00
standing_order,0.00,0.00
miranda_rule,0.00,0.00
principle,0.00,0.00
higher_law,0.00,0.00
moral_principle,0.50,0.00
golden_rule,0.38,0.00
gigo,0.00,0.13
categorical_imperative,0.63,0.00
hypothetical_imperative,0.00,0.00
policy,0.00,0.00
economic_policy,0.00,0.00
fiscal_policy,0.00,0.00
new_deal,0.00,0.00
control,0.00,0.00
price_control,0.00,0.00
roof,0.00,0.00
glass_ceiling,0.00,0.00
floor,0.00,0.25
price_floor,0.13,0.50
wage_floor,0.00,0.50
perestroika,0.00,0.00
protectionism,0.00,0.00
social_policy,0.00,0.00
apartheid,0.00,0.00
glasnost,0.00,0.00
social_action,0.00,0.00
affirmative_action,0.00,0.00
fence_mending,0.00,0.00
trade_barrier,0.00,0.00
quota,0.00,0.00
trade_stoppage,0.00,0.00
nativism,0.00,0.00
party_line,0.00,0.00
foreign_policy,0.00,0.00
brinkmanship,0.00,0.25
imperialism,0.00,0.00
intervention,0.00,0.00
nonintervention,0.00,0.13
nonaggression,0.00,0.25
manifest_destiny,0.00,0.00
isolationism,0.00,0.00
monroe_doctrine,0.00,0.00
truman_doctrine,0.00,0.00
neutralism,0.00,0.00
regionalism,0.00,0.00
trade_policy,0.00,0.00
open_door,0.00,0.00
zero-tolerance_policy,0.13,0.00
zionism,0.00,0.00
ethical_code,0.50,0.00
caveat_emptor,0.00,0.63
dictate,0.00,0.00
regulation,0.00,0.00
age_limit,0.00,0.00
assize,0.00,0.00
speed_limit,0.00,0.00
canon,0.00,0.00
etiquette,0.50,0.00
protocol,0.00,0.00
protocol,0.00,0.00
ftp,0.00,0.00
anonymous_ftp,0.00,0.00
hypertext_transfer_protocol,0.00,0.00
musical_instrument_digital_interface,0.00,0.00
transmission_control_protocol,0.00,0.00
transmission_control_protocol/internet_protocol,0.00,0.00
punctilio,0.38,0.13
gag_rule,0.00,0.00
guillotine,0.00,0.00
point_of_order,0.00,0.00
codification,0.00,0.00
bushido,0.00,0.13
legal_code,0.00,0.00
penal_code,0.00,0.00
united_states_code,0.00,0.00
building_code,0.00,0.00
dress_code,0.38,0.00
fire_code,0.00,0.00
omerta,0.00,0.00
sanitary_code,0.38,0.00
highway_code,0.00,0.00
double_standard,0.25,0.00
double_standard_of_sexual_behavior,0.00,0.00
equation,0.00,0.00
linear_equation,0.00,0.00
quadratic_equation,0.00,0.00
biquadratic_equation,0.00,0.00
differential_equation,0.00,0.00
maxwell's_equations,0.00,0.00
partial_differential_equation,0.00,0.00
schrodinger_wave_equation,0.00,0.00
simultaneous_equations,0.00,0.00
wave_equation,0.00,0.00
advice,0.00,0.00
recommendation,0.25,0.00
indication,0.13,0.00
referral,0.00,0.00
word_of_advice,0.00,0.13
object_lesson,0.00,0.00
secret,0.00,0.00
secret,0.00,0.25
confidence,0.00,0.00
esoterica,0.00,0.25
qabalah,0.13,0.00
open_secret,0.00,0.00
word,0.00,0.00
trade_secret,0.00,0.00
propaganda,0.00,0.00
agitprop,0.00,0.00
prospectus,0.00,0.00
source,0.00,0.00
specification,0.00,0.00
source_materials,0.00,0.00
voucher,0.00,0.00
working_papers,0.00,0.00
wellspring,0.00,0.13
copy,0.13,0.00
filler,0.00,0.00
syllabus,0.00,0.00
crash_programme,0.00,0.00
reading_program,0.13,0.00
degree_program,0.00,0.00
printing_process,0.00,0.00
typography,0.00,0.00
print,0.00,0.00
print,0.00,0.00
small_print,0.00,0.00
relief_printing,0.00,0.00
intaglio_printing,0.00,0.00
process_printing,0.00,0.00
photogravure,0.00,0.00
rotogravure,0.00,0.00
planography,0.00,0.00
photogelatin_process,0.00,0.00
lithography,0.00,0.00
photolithography,0.00,0.00
chromolithography,0.00,0.00
photo-offset_printing,0.00,0.00
offset_printing,0.00,0.00
offset_lithography,0.00,0.00
letterset_printing,0.00,0.00
carbon_process,0.00,0.00
news,0.00,0.00
business_news,0.00,0.00
write_up,0.00,0.00
newssheet,0.00,0.00
market_letter,0.00,0.00
bulletin,0.00,0.00
newsflash,0.00,0.00
information_bulletin,0.00,0.00
dispatch,0.00,0.00
urban_legend,0.00,0.00
scoop,0.00,0.00
newscast,0.00,0.00
radio_news,0.00,0.00
sportscast,0.00,0.00
television_news,0.00,0.00
reporting,0.00,0.00
hard_news,0.00,0.00
soft_news,0.00,0.50
stop_press,0.00,0.00
dedication,0.00,0.00
swearing,0.00,0.00
affirmation,0.00,0.00
profession,0.00,0.00
giving,0.00,0.00
warranty,0.00,0.00
surety,0.00,0.00
deposit,0.00,0.00
stock_warrant,0.00,0.00
guarantee,0.00,0.00
safety_net,0.00,0.00
full_faith_and_credit,0.00,0.00
commendation,0.38,0.00
approbation,0.25,0.25
warrant,0.25,0.00
okey,0.13,0.13
visa,0.00,0.00
nihil_obstat,0.00,0.00
recognition,0.38,0.25
remembrance,0.38,0.00
standing_ovation,0.38,0.25
salute,0.38,0.00
tacit_consent,0.00,0.00
permission,0.25,0.13
all_clear,0.00,0.00
consent,0.00,0.00
dismissal,0.00,0.00
green_light,0.00,0.00
leave,0.00,0.00
pass,0.00,0.00
pass,0.00,0.00
boarding_pass,0.00,0.00
hall_pass,0.00,0.00
ticket-of-leave,0.00,0.00
passport,0.00,0.00
safeguard,0.00,0.00
encouragement,0.00,0.00
plaudits,0.63,0.00
hand_clapping,0.38,0.00
hand,0.00,0.00
handclap,0.00,0.00
round,0.00,0.00
cheer,0.13,0.00
banzai,0.00,0.50
bravo,0.25,0.00
hurrah,0.00,0.13
salvo,0.00,0.13
praise,1.00,0.00
praise,0.00,0.00
hallelujah,0.25,0.00
rave,0.50,0.00
superlative,0.38,0.00
pean,0.00,0.00
eulogy,0.00,0.00
testimonial,0.00,0.00
reference,0.00,0.00
puff,0.25,0.00
compliment,0.38,0.00
trade-last,0.25,0.00
flattery,0.50,0.38
adulation,0.38,0.50
palaver,0.00,0.00
sweet_talk,0.00,0.13
puffery,0.25,0.00
unction,0.13,0.63
laurels,0.50,0.00
aliyah,0.50,0.00
tribute,0.63,0.00
degree,0.00,0.00
associate_degree,0.00,0.00
associate_in_arts,0.00,0.00
associate_in_applied_science,0.00,0.00
associate_in_nursing,0.00,0.13
bachelor's_degree,0.00,0.00
bachelor_of_arts,0.00,0.00
bachelor_of_arts_in_library_science,0.00,0.00
ban,0.00,0.25
bd,0.00,0.00
blitt,0.00,0.00
mb,0.00,0.00
bmus,0.00,0.00
bns,0.00,0.00
sb,0.00,0.00
bsarch,0.00,0.00
bachelor_of_science_in_engineering,0.00,0.00
thb,0.00,0.00
honours_degree,0.00,0.00
first-class_honours_degree,0.13,0.00
double_first,0.00,0.00
master's_degree,0.13,0.13
master_of_architecture,0.00,0.00
master_of_arts,0.00,0.13
master_of_arts_in_library_science,0.00,0.00
mat,0.00,0.13
mba,0.00,0.00
mdiv,0.00,0.00
med,0.13,0.13
mfa,0.00,0.00
mlitt,0.00,0.13
mls,0.00,0.00
master_in_public_affairs,0.00,0.00
sm,0.00,0.00
master_of_science_in_engineering,0.00,0.00
thm,0.00,0.13
doctorate,0.13,0.00
doctor_of_dental_medicine,0.00,0.00
doctor_of_dental_surgery,0.00,0.00
doctor_of_divinity,0.00,0.00
edd,0.13,0.00
md,0.00,0.00
musd,0.00,0.00
doctor_of_musical_arts,0.00,0.00
od,0.00,0.00
doctor_of_osteopathy,0.13,0.00
doctor_of_arts,0.00,0.00
doctor_of_philosophy,0.00,0.00
phd,0.25,0.00
dphil,0.00,0.00
dph,0.13,0.00
thd,0.00,0.00
std,0.00,0.00
law_degree,0.00,0.00
llb,0.00,0.00
master_of_laws,0.00,0.00
honoris_causa,0.13,0.00
doctor_of_arts,0.00,0.13
doctor_of_fine_arts,0.00,0.00
doctor_of_humane_letters,0.00,0.00
doctor_of_humanities,0.00,0.00
lld,0.00,0.13
scd,0.00,0.00
pennant,0.00,0.00
seal_of_approval,0.50,0.00
commendation,0.13,0.00
mention,0.50,0.00
varsity_letter,0.00,0.00
ribbon,0.00,0.00
medal_of_honor,0.00,0.00
distinguished_service_medal,0.00,0.00
distinguished_service_cross,0.13,0.00
navy_cross,0.13,0.00
distinguished_flying_cross,0.00,0.00
air_medal,0.00,0.00
silver_star_medal,0.00,0.00
bronze_star_medal,0.00,0.00
purple_heart,0.00,0.00
oak_leaf_cluster,0.00,0.00
victoria_cross,0.00,0.00
distinguished_conduct_medal,0.00,0.00
distinguished_service_order,0.00,0.00
croix_de_guerre,0.00,0.00
medaille_militaire,0.00,0.00
trophy,0.00,0.00
disapproval,0.00,0.38
disapprobation,0.50,0.50
censure,0.00,0.75
demonization,0.00,0.63
interdict,0.00,0.00
unfavorable_judgment,0.00,0.50
brickbat,0.25,0.13
faultfinding,0.00,0.25
flak,0.13,0.50
thrust,0.00,0.13
potshot,0.13,0.13
counterblast,0.50,0.13
reproval,0.00,0.13
sermon,0.25,0.25
slating,0.00,0.63
static,0.00,0.38
stricture,0.00,0.75
tongue-lashing,0.00,0.13
what_for,0.25,0.00
wigging,0.00,0.13
upbraiding,0.00,0.75
blowing_up,0.00,0.75
reproach,0.00,0.75
self-reproof,0.00,0.00
rap,0.00,0.75
talking_to,0.00,0.25
curtain_lecture,0.00,0.00
correction,0.00,0.25
monition,0.25,0.00
respects,0.13,0.00
ad-lib,0.00,0.00
courtesy,0.75,0.00
disrespect,0.00,1.00
vilification,0.00,0.25
derision,0.13,0.13
ridicule,0.13,0.13
scorn,0.00,0.63
fleer,0.00,0.38
scoffing,0.38,0.38
sneer,0.00,0.00
sneer,0.00,0.25
takedown,0.00,0.00
stultification,0.13,0.25
disparagement,0.00,0.00
cold_water,0.00,0.00
denigration,0.00,0.00
slur,0.00,0.00
ethnic_slur,0.00,0.00
petty_criticism,0.00,0.38
sour_grapes,0.25,0.13
patronage,0.38,0.00
traducement,0.00,0.63
character_assassination,0.00,0.25
mud,0.00,0.25
vilification,0.00,0.63
libel,0.00,0.00
slander,0.13,0.25
names,0.00,0.00
name,0.00,0.00
smear_word,0.50,0.00
low_blow,0.00,0.25
scurrility,0.00,0.88
stinger,0.63,0.00
vituperation,0.00,0.50
impudence,0.00,0.13
sassing,0.00,0.00
interpolation,0.00,0.00
statement,0.00,0.00
statement,0.00,0.00
amendment,0.00,0.00
thing,0.00,0.00
truth,0.00,0.00
gospel_truth,0.25,0.00
antinomy,0.25,0.00
paradox,0.00,0.00
verbal_description,0.00,0.00
job_description,0.00,0.00
specification,0.00,0.00
computer_architecture,0.00,0.00
neural_network,0.13,0.00
network_architecture,0.00,0.00
